filter,n,max_tries,b,search_total_time,insert_total_time,insert_average_time
cuckoo,500,16,2043,0.0029,0.004,0.004
counting_cuckoo,500,8,2063,0.0031,0.0038,0.0038
counting_cuckoo,500,16,2063,0.0048,0.0046,0.0046
cuckoo,500,8,2063,0.0032,0.0045,0.0045
cuckoo,500,16,2063,0.0028,0.004,0.004
counting_cuckoo,500,8,2083,0.003,0.0043,0.0043
counting_cuckoo,500,16,2083,0.0063,0.0102,0.0102
cuckoo,500,8,2083,0.0043,0.0244,0.0244
cuckoo,500,16,2083,0.0037,0.0056,0.0056
counting_cuckoo,500,8,2103,0.0029,0.0045,0.0045
counting_cuckoo,500,16,2103,0.004,0.0043,0.0043
cuckoo,500,8,2103,0.003,0.004,0.004
cuckoo,500,16,2103,0.0064,0.0534,0.0534
counting_cuckoo,500,8,2123,0.0065,0.0056,0.0056
counting_cuckoo,500,16,2123,0.0031,0.0038,0.0038
cuckoo,500,8,2123,0.0031,0.0045,0.0045
cuckoo,500,16,2123,0.0029,0.0044,0.0044
counting_cuckoo,500,8,2143,0.0035,0.004,0.004
counting_cuckoo,500,16,2143,0.0033,0.004,0.004
cuckoo,500,8,2143,0.0036,0.0042,0.0042
cuckoo,500,16,2143,0.0032,0.0046,0.0046
counting_cuckoo,500,8,2163,0.0041,0.0069,0.0069
counting_cuckoo,500,16,2163,0.0031,0.004,0.004
cuckoo,500,8,2163,0.0045,0.0099,0.0099
cuckoo,500,16,2163,0.003,0.0042,0.0042
counting_cuckoo,500,8,2183,0.0059,0.0768,0.0768
counting_cuckoo,500,16,2183,0.0055,0.0041,0.0041
cuckoo,500,8,2183,0.015,0.0229,0.0229
cuckoo,500,16,2183,0.003,0.0046,0.0046
counting_cuckoo,500,8,2203,0.003,0.0045,0.0045
counting_cuckoo,500,16,2203,0.0035,0.0042,0.0042
cuckoo,500,8,2203,0.0031,0.0039,0.0039
cuckoo,500,16,2203,0.004,0.0039,0.0039
counting_cuckoo,500,8,2223,0.0031,0.0038,0.0038
counting_cuckoo,500,16,2223,0.003,0.0042,0.0042
cuckoo,500,8,2223,0.0031,0.0036,0.0036
cuckoo,500,16,2223,0.0032,0.0038,0.0038
counting_cuckoo,500,8,2243,0.0033,0.0046,0.0046
counting_cuckoo,500,16,2243,0.003,0.0041,0.0041
cuckoo,500,8,2243,0.0031,0.004,0.004
cuckoo,500,16,2243,0.004,0.0045,0.0045
counting_cuckoo,500,8,2263,0.003,0.004,0.004
counting_cuckoo,500,16,2263,0.0031,0.0046,0.0046
cuckoo,500,8,2263,0.0046,0.0048,0.0048
cuckoo,500,16,2263,0.0032,0.0055,0.0055
counting_cuckoo,500,8,2283,0.0031,0.0041,0.0041
counting_cuckoo,500,16,2283,0.0032,0.0064,0.0064
cuckoo,500,8,2283,0.0039,0.0049,0.0049
cuckoo,500,16,2283,0.003,0.0044,0.0044
counting_cuckoo,500,8,2303,0.0036,0.0041,0.0041
counting_cuckoo,500,16,2303,0.0031,0.0038,0.0038
cuckoo,500,8,2303,0.0036,0.0038,0.0038
cuckoo,500,16,2303,0.004,0.0061,0.0061
counting_cuckoo,500,8,2323,0.0032,0.0037,0.0037
counting_cuckoo,500,16,2323,0.0033,0.0045,0.0045
cuckoo,500,8,2323,0.0043,0.0095,0.0095
cuckoo,500,16,2323,0.0034,0.0055,0.0055
counting_cuckoo,500,8,2343,0.0032,0.0039,0.0039
counting_cuckoo,500,16,2343,0.0032,0.0041,0.0041
cuckoo,500,8,2343,0.0031,0.0085,0.0085
cuckoo,500,16,2343,0.0029,0.0044,0.0044
counting_cuckoo,500,8,2363,0.0048,0.0042,0.0042
counting_cuckoo,500,16,2363,0.0029,0.004,0.004
cuckoo,500,8,2363,0.0038,0.0042,0.0042
cuckoo,500,16,2363,0.0029,0.0039,0.0039
counting_cuckoo,500,8,2383,0.0031,0.0037,0.0037
counting_cuckoo,500,16,2383,0.0037,0.0043,0.0043
cuckoo,500,8,2383,0.0028,0.0039,0.0039
cuckoo,500,16,2383,0.0029,0.0042,0.0042
counting_cuckoo,500,8,2403,0.0044,0.0038,0.0038
counting_cuckoo,500,16,2403,0.0028,0.006,0.006
cuckoo,500,8,2403,0.0047,0.0046,0.0046
cuckoo,500,16,2403,0.0034,0.004,0.004
counting_cuckoo,500,8,2423,0.004,0.0041,0.0041
counting_cuckoo,500,16,2423,0.0031,0.004,0.004
cuckoo,500,8,2423,0.0028,0.0039,0.0039
cuckoo,500,16,2423,0.0034,0.0976,0.0976
counting_cuckoo,500,8,2443,0.0032,0.0039,0.0039
counting_cuckoo,500,16,2443,0.0055,0.0039,0.0039
cuckoo,500,8,2443,0.003,0.0041,0.0041
cuckoo,500,16,2443,0.003,0.0041,0.0041
counting_cuckoo,500,8,2463,0.003,0.0038,0.0038
counting_cuckoo,500,16,2463,0.003,0.0043,0.0043
cuckoo,500,8,2463,0.0034,0.004,0.004
cuckoo,500,16,2463,0.0038,0.0143,0.0143
counting_cuckoo,500,8,2483,0.0035,0.0038,0.0038
counting_cuckoo,500,16,2483,0.0036,0.0043,0.0043
cuckoo,500,8,2483,0.0031,0.004,0.004
cuckoo,500,16,2483,0.005,0.0048,0.0048
counting_cuckoo,500,8,2503,0.0033,0.0039,0.0039
counting_cuckoo,500,16,2503,0.003,0.0046,0.0046
cuckoo,500,8,2503,0.0031,0.004,0.004
cuckoo,500,16,2503,0.0101,0.0044,0.0044
counting_cuckoo,500,8,2523,0.003,0.0041,0.0041
counting_cuckoo,500,16,2523,0.0051,0.047,0.047
cuckoo,500,8,2523,0.0033,0.0038,0.0038
cuckoo,500,16,2523,0.0044,0.0041,0.0041
counting_cuckoo,500,8,2543,0.005,0.0044,0.0044
counting_cuckoo,500,16,2543,0.0038,0.0039,0.0039
cuckoo,500,8,2543,0.0031,0.0042,0.0042
cuckoo,500,16,2543,0.0032,0.0042,0.0042
counting_cuckoo,500,8,2563,0.0028,0.0087,0.0087
counting_cuckoo,500,16,2563,0.003,0.0126,0.0126
cuckoo,500,8,2563,0.0026,0.0037,0.0037
cuckoo,500,16,2563,0.0051,0.0044,0.0044
counting_cuckoo,500,8,2583,0.0033,0.0064,0.0064
counting_cuckoo,500,16,2583,0.0039,0.0107,0.0107
cuckoo,500,8,2583,0.003,0.0039,0.0039
cuckoo,500,16,2583,0.0035,0.0044,0.0044
counting_cuckoo,500,8,2603,0.0032,0.0041,0.0041
counting_cuckoo,500,16,2603,0.0033,0.0535,0.0535
cuckoo,500,8,2603,0.0029,0.0049,0.0049
cuckoo,500,16,2603,0.0052,0.0042,0.0042
counting_cuckoo,500,8,2623,0.0036,0.0041,0.0041
counting_cuckoo,500,16,2623,0.0033,0.0039,0.0039
cuckoo,500,8,2623,0.003,0.006,0.006
cuckoo,500,16,2623,0.0041,0.0041,0.0041
counting_cuckoo,500,8,2643,0.0053,0.0039,0.0039
counting_cuckoo,500,16,2643,0.0034,0.0039,0.0039
cuckoo,500,8,2643,0.0037,0.0046,0.0046
cuckoo,500,16,2643,0.0028,0.0072,0.0072
counting_cuckoo,500,8,2663,0.003,0.0039,0.0039
counting_cuckoo,500,16,2663,0.0032,0.0044,0.0044
cuckoo,500,8,2663,0.0034,0.0038,0.0038
cuckoo,500,16,2663,0.0036,0.0047,0.0047
counting_cuckoo,500,8,2683,0.0033,0.0041,0.0041
counting_cuckoo,500,16,2683,0.0031,0.004,0.004
cuckoo,500,8,2683,0.0028,0.0038,0.0038
cuckoo,500,16,2683,0.003,0.0043,0.0043
counting_cuckoo,500,8,2703,0.003,0.0045,0.0045
counting_cuckoo,500,16,2703,0.0074,0.0038,0.0038
cuckoo,500,8,2703,0.0033,0.0038,0.0038
cuckoo,500,16,2703,0.0028,0.0038,0.0038
counting_cuckoo,500,8,2723,0.0033,0.0042,0.0042
counting_cuckoo,500,16,2723,0.0033,0.0041,0.0041
cuckoo,500,8,2723,0.0029,0.004,0.004
cuckoo,500,16,2723,0.0027,0.0045,0.0045
counting_cuckoo,500,8,2743,0.0108,0.0842,0.0842
counting_cuckoo,500,16,2743,0.0031,0.0042,0.0042
cuckoo,500,8,2743,0.0031,0.0039,0.0039
cuckoo,500,16,2743,0.006,0.0118,0.0118
counting_cuckoo,500,8,2763,0.0031,0.0036,0.0036
counting_cuckoo,500,16,2763,0.0032,0.0042,0.0042
cuckoo,500,8,2763,0.0028,0.004,0.004
cuckoo,500,16,2763,0.0031,0.0039,0.0039
counting_cuckoo,500,8,2783,0.0033,0.0061,0.0061
counting_cuckoo,500,16,2783,0.003,0.0041,0.0041
cuckoo,500,8,2783,0.003,0.0037,0.0037
cuckoo,500,16,2783,0.0034,0.0043,0.0043
counting_cuckoo,500,8,2803,0.0031,0.0043,0.0043
counting_cuckoo,500,16,2803,0.0031,0.004,0.004
cuckoo,500,8,2803,0.0029,0.0084,0.0084
cuckoo,500,16,2803,0.0029,0.0046,0.0046
counting_cuckoo,500,8,2823,0.0031,0.0042,0.0042
counting_cuckoo,500,16,2823,0.003,0.0045,0.0045
cuckoo,500,8,2823,0.0031,0.0039,0.0039
cuckoo,500,16,2823,0.0041,0.005,0.005
counting_cuckoo,500,8,2843,0.003,0.0044,0.0044
counting_cuckoo,500,16,2843,0.0032,0.0041,0.0041
cuckoo,500,8,2843,0.0037,0.0045,0.0045
cuckoo,500,16,2843,0.0029,0.0039,0.0039
counting_cuckoo,500,8,2863,0.0037,0.0045,0.0045
counting_cuckoo,500,16,2863,0.0029,0.004,0.004
cuckoo,500,8,2863,0.0032,0.0041,0.0041
cuckoo,500,16,2863,0.0031,0.0043,0.0043
counting_cuckoo,500,8,2883,0.0032,0.0044,0.0044
counting_cuckoo,500,16,2883,0.0033,0.0045,0.0045
cuckoo,500,8,2883,0.0029,0.0042,0.0042
cuckoo,500,16,2883,0.003,0.0039,0.0039
counting_cuckoo,500,8,2903,0.0029,0.0041,0.0041
counting_cuckoo,500,16,2903,0.0032,0.0042,0.0042
cuckoo,500,8,2903,0.0036,0.0041,0.0041
cuckoo,500,16,2903,0.0029,0.0042,0.0042
counting_cuckoo,500,8,2923,0.0029,0.0041,0.0041
counting_cuckoo,500,16,2923,0.0032,0.0041,0.0041
cuckoo,500,8,2923,0.0034,0.0039,0.0039
cuckoo,500,16,2923,0.0037,0.0047,0.0047
counting_cuckoo,500,8,2943,0.0031,0.004,0.004
counting_cuckoo,500,16,2943,0.0033,0.0042,0.0042
cuckoo,500,8,2943,0.0029,0.0041,0.0041
cuckoo,500,16,2943,0.0034,0.0088,0.0088
counting_cuckoo,500,8,2963,0.0029,0.0039,0.0039
counting_cuckoo,500,16,2963,0.0029,0.0046,0.0046
cuckoo,500,8,2963,0.0028,0.0047,0.0047
cuckoo,500,16,2963,0.0027,0.0041,0.0041
counting_cuckoo,500,8,2983,0.0064,0.0075,0.0075
counting_cuckoo,500,16,2983,0.0034,0.0117,0.0117
cuckoo,500,8,2983,0.0031,0.0041,0.0041
cuckoo,500,16,2983,0.0031,0.0049,0.0049
counting_cuckoo,500,8,3003,0.0029,0.0038,0.0038
counting_cuckoo,500,16,3003,0.0036,0.0045,0.0045
cuckoo,500,8,3003,0.0032,0.0047,0.0047
cuckoo,500,16,3003,0.0041,0.0044,0.0044
counting_cuckoo,500,8,3023,0.0033,0.0047,0.0047
counting_cuckoo,500,16,3023,0.0036,0.0736,0.0736
cuckoo,500,8,3023,0.003,0.0043,0.0043
cuckoo,500,16,3023,0.0037,0.0125,0.0125
counting_cuckoo,500,8,3043,0.0031,0.0043,0.0043
counting_cuckoo,500,16,3043,0.0039,0.0044,0.0044
cuckoo,500,8,3043,0.003,0.004,0.004
cuckoo,500,16,3043,0.0034,0.0038,0.0038
counting_cuckoo,500,8,3063,0.0031,0.004,0.004
counting_cuckoo,500,16,3063,0.0032,0.004,0.004
cuckoo,500,8,3063,0.0031,0.0042,0.0042
cuckoo,500,16,3063,0.0031,0.0039,0.0039
counting_cuckoo,500,8,3083,0.0032,0.0044,0.0044
counting_cuckoo,500,16,3083,0.0063,0.005,0.005
cuckoo,500,8,3083,0.0033,0.0043,0.0043
cuckoo,500,16,3083,0.004,0.0042,0.0042
counting_cuckoo,500,8,3103,0.0093,0.0044,0.0044
counting_cuckoo,500,16,3103,0.0037,0.0063,0.0063
cuckoo,500,8,3103,0.0029,0.0042,0.0042
cuckoo,500,16,3103,0.0027,0.0052,0.0052
counting_cuckoo,500,8,3123,0.0043,0.0052,0.0052
counting_cuckoo,500,16,3123,0.0037,0.005,0.005
cuckoo,500,8,3123,0.0031,0.0042,0.0042
cuckoo,500,16,3123,0.0034,0.0073,0.0073
counting_cuckoo,500,8,3143,0.0057,0.0039,0.0039
counting_cuckoo,500,16,3143,0.003,0.0047,0.0047
cuckoo,500,8,3143,0.0038,0.0044,0.0044
cuckoo,500,16,3143,0.0031,0.0511,0.0511
counting_cuckoo,500,8,3163,0.0034,0.0038,0.0038
counting_cuckoo,500,16,3163,0.0029,0.0041,0.0041
cuckoo,500,8,3163,0.0029,0.0044,0.0044
cuckoo,500,16,3163,0.0038,0.0046,0.0046
counting_cuckoo,500,8,3183,0.0031,0.0093,0.0093
counting_cuckoo,500,16,3183,0.0031,0.0042,0.0042
cuckoo,500,8,3183,0.003,0.0042,0.0042
cuckoo,500,16,3183,0.0055,0.0046,0.0046
counting_cuckoo,500,8,3203,0.0042,0.004,0.004
counting_cuckoo,500,16,3203,0.003,0.0039,0.0039
cuckoo,500,8,3203,0.0044,0.0043,0.0043
cuckoo,500,16,3203,0.0032,0.0038,0.0038
counting_cuckoo,500,8,3223,0.0033,0.0039,0.0039
counting_cuckoo,500,16,3223,0.0031,0.0041,0.0041
cuckoo,500,8,3223,0.0043,0.0039,0.0039
cuckoo,500,16,3223,0.0059,0.0435,0.0435
counting_cuckoo,500,8,3243,0.0037,0.0039,0.0039
counting_cuckoo,500,16,3243,0.0036,0.0044,0.0044
cuckoo,500,8,3243,0.0029,0.0041,0.0041
cuckoo,500,16,3243,0.0029,0.0038,0.0038
counting_cuckoo,500,8,3263,0.0042,0.0039,0.0039
counting_cuckoo,500,16,3263,0.0031,0.0039,0.0039
cuckoo,500,8,3263,0.0029,0.004,0.004
cuckoo,500,16,3263,0.0029,0.0146,0.0146
counting_cuckoo,500,8,3283,0.0032,0.0041,0.0041
counting_cuckoo,500,16,3283,0.0066,0.0056,0.0056
cuckoo,500,8,3283,0.0036,0.0043,0.0043
cuckoo,500,16,3283,0.003,0.0044,0.0044
counting_cuckoo,500,8,3303,0.0032,0.0041,0.0041
counting_cuckoo,500,16,3303,0.0044,0.0071,0.0071
cuckoo,500,8,3303,0.0036,0.0039,0.0039
cuckoo,500,16,3303,0.0037,0.0039,0.0039
counting_cuckoo,500,8,3323,0.0037,0.0045,0.0045
counting_cuckoo,500,16,3323,0.0032,0.0048,0.0048
cuckoo,500,8,3323,0.0045,0.004,0.004
cuckoo,500,16,3323,0.0031,0.0041,0.0041
counting_cuckoo,500,8,3343,0.0031,0.0043,0.0043
counting_cuckoo,500,16,3343,0.0039,0.0043,0.0043
cuckoo,500,8,3343,0.0056,0.0041,0.0041
cuckoo,500,16,3343,0.0071,0.0054,0.0054
counting_cuckoo,500,8,3363,0.0038,0.0047,0.0047
counting_cuckoo,500,16,3363,0.0056,0.0046,0.0046
cuckoo,500,8,3363,0.0034,0.0058,0.0058
cuckoo,500,16,3363,0.0032,0.0044,0.0044
counting_cuckoo,500,8,3383,0.0048,0.0044,0.0044
counting_cuckoo,500,16,3383,0.0031,0.0046,0.0046
cuckoo,500,8,3383,0.003,0.0042,0.0042
cuckoo,500,16,3383,0.0033,0.0049,0.0049
counting_cuckoo,500,8,3403,0.0047,0.0046,0.0046
counting_cuckoo,500,16,3403,0.0037,0.0038,0.0038
cuckoo,500,8,3403,0.0034,0.0045,0.0045
cuckoo,500,16,3403,0.0052,0.0043,0.0043
counting_cuckoo,500,8,3423,0.0031,0.0167,0.0167
counting_cuckoo,500,16,3423,0.0054,0.0041,0.0041
cuckoo,500,8,3423,0.0039,0.0046,0.0046
cuckoo,500,16,3423,0.0039,0.0042,0.0042
counting_cuckoo,500,8,3443,0.0031,0.0076,0.0076
counting_cuckoo,500,16,3443,0.004,0.006,0.006
cuckoo,500,8,3443,0.0031,0.0046,0.0046
cuckoo,500,16,3443,0.0034,0.005,0.005
counting_cuckoo,500,8,3463,0.0029,0.0039,0.0039
counting_cuckoo,500,16,3463,0.0035,0.0043,0.0043
cuckoo,500,8,3463,0.0054,0.0037,0.0037
cuckoo,500,16,3463,0.0041,0.0049,0.0049
counting_cuckoo,500,8,3483,0.0032,0.0099,0.0099
counting_cuckoo,500,16,3483,0.0032,0.0038,0.0038
cuckoo,500,8,3483,0.003,0.0039,0.0039
cuckoo,500,16,3483,0.0031,0.0044,0.0044
counting_cuckoo,500,8,3503,0.0032,0.0048,0.0048
counting_cuckoo,500,16,3503,0.0072,0.0186,0.0186
cuckoo,500,8,3503,0.0052,0.0049,0.0049
cuckoo,500,16,3503,0.0053,0.0043,0.0043
counting_cuckoo,500,8,3523,0.0054,0.0052,0.0052
counting_cuckoo,500,16,3523,0.0061,0.0531,0.0531
cuckoo,500,8,3523,0.0034,0.0043,0.0043
cuckoo,500,16,3523,0.0039,0.0226,0.0226
counting_cuckoo,500,8,3543,0.0035,0.0042,0.0042
counting_cuckoo,500,16,3543,0.0044,0.0077,0.0077
cuckoo,500,8,3543,0.0056,0.0202,0.0202
cuckoo,500,16,3543,0.0049,0.0268,0.0268
counting_cuckoo,500,8,3563,0.0031,0.0041,0.0041
counting_cuckoo,500,16,3563,0.0034,0.0047,0.0047
cuckoo,500,8,3563,0.0039,0.0039,0.0039
cuckoo,500,16,3563,0.0033,0.0051,0.0051
counting_cuckoo,500,8,3583,0.0045,0.0072,0.0072
counting_cuckoo,500,16,3583,0.0053,0.0057,0.0057
cuckoo,500,8,3583,0.0035,0.0046,0.0046
cuckoo,500,16,3583,0.0032,0.004,0.004
counting_cuckoo,500,8,3603,0.0029,0.0037,0.0037
counting_cuckoo,500,16,3603,0.0034,0.0041,0.0041
cuckoo,500,8,3603,0.0056,0.0051,0.0051
cuckoo,500,16,3603,0.0035,0.0048,0.0048
counting_cuckoo,500,8,3623,0.0053,0.0157,0.0157
counting_cuckoo,500,16,3623,0.003,0.0065,0.0065
cuckoo,500,8,3623,0.0045,0.0578,0.0578
cuckoo,500,16,3623,0.0033,0.0047,0.0047
counting_cuckoo,500,8,3643,0.0033,0.0045,0.0045
counting_cuckoo,500,16,3643,0.0037,0.0045,0.0045
cuckoo,500,8,3643,0.0037,0.0176,0.0176
cuckoo,500,16,3643,0.0057,0.0046,0.0046
counting_cuckoo,500,8,3663,0.0041,0.0585,0.0585
counting_cuckoo,500,16,3663,0.0065,0.0054,0.0054
cuckoo,500,8,3663,0.0033,0.0042,0.0042
cuckoo,500,16,3663,0.0031,0.0043,0.0043
counting_cuckoo,500,8,3683,0.004,0.0047,0.0047
counting_cuckoo,500,16,3683,0.0031,0.0041,0.0041
cuckoo,500,8,3683,0.0031,0.0037,0.0037
cuckoo,500,16,3683,0.0042,0.0053,0.0053
counting_cuckoo,500,8,3703,0.0052,0.0045,0.0045
counting_cuckoo,500,16,3703,0.0037,0.0121,0.0121
cuckoo,500,8,3703,0.0038,0.0059,0.0059
cuckoo,500,16,3703,0.0029,0.0043,0.0043
counting_cuckoo,500,8,3723,0.003,0.0042,0.0042
counting_cuckoo,500,16,3723,0.0043,0.0047,0.0047
cuckoo,500,8,3723,0.0046,0.0087,0.0087
cuckoo,500,16,3723,0.003,0.0038,0.0038
counting_cuckoo,500,8,3743,0.003,0.0061,0.0061
counting_cuckoo,500,16,3743,0.003,0.0044,0.0044
cuckoo,500,8,3743,0.0029,0.0041,0.0041
cuckoo,500,16,3743,0.003,0.0047,0.0047
counting_cuckoo,500,8,3763,0.0046,0.0045,0.0045
counting_cuckoo,500,16,3763,0.0029,0.0042,0.0042
cuckoo,500,8,3763,0.0028,0.0043,0.0043
cuckoo,500,16,3763,0.0028,0.0147,0.0147
counting_cuckoo,500,8,3783,0.0048,0.0058,0.0058
counting_cuckoo,500,16,3783,0.0042,0.0045,0.0045
cuckoo,500,8,3783,0.0029,0.0041,0.0041
cuckoo,500,16,3783,0.0031,0.0038,0.0038
counting_cuckoo,500,8,3803,0.0054,0.0067,0.0067
counting_cuckoo,500,16,3803,0.0059,0.0063,0.0063
cuckoo,500,8,3803,0.0041,0.0046,0.0046
cuckoo,500,16,3803,0.0041,0.0044,0.0044
counting_cuckoo,500,8,3823,0.0045,0.0058,0.0058
counting_cuckoo,500,16,3823,0.0036,0.0049,0.0049
cuckoo,500,8,3823,0.0058,0.0045,0.0045
cuckoo,500,16,3823,0.0031,0.0087,0.0087
counting_cuckoo,500,8,3843,0.0056,0.004,0.004
counting_cuckoo,500,16,3843,0.0029,0.0043,0.0043
cuckoo,500,8,3843,0.0036,0.0045,0.0045
cuckoo,500,16,3843,0.0032,0.0041,0.0041
counting_cuckoo,500,8,3863,0.0031,0.0039,0.0039
counting_cuckoo,500,16,3863,0.0033,0.004,0.004
cuckoo,500,8,3863,0.0031,0.0042,0.0042
cuckoo,500,16,3863,0.0033,0.0055,0.0055
counting_cuckoo,500,8,3883,0.0038,0.0046,0.0046
counting_cuckoo,500,16,3883,0.0037,0.008,0.008
cuckoo,500,8,3883,0.0034,0.0042,0.0042
cuckoo,500,16,3883,0.003,0.0261,0.0261
counting_cuckoo,500,8,3903,0.003,0.0042,0.0042
counting_cuckoo,500,16,3903,0.0046,0.0042,0.0042
cuckoo,500,8,3903,0.0034,0.0044,0.0044
cuckoo,500,16,3903,0.0031,0.0045,0.0045
counting_cuckoo,500,8,3923,0.0031,0.0051,0.0051
counting_cuckoo,500,16,3923,0.0037,0.0047,0.0047
cuckoo,500,8,3923,0.004,0.0043,0.0043
cuckoo,500,16,3923,0.0041,0.0043,0.0043
counting_cuckoo,500,8,3943,0.0031,0.0041,0.0041
counting_cuckoo,500,16,3943,0.004,0.0048,0.0048
cuckoo,500,8,3943,0.003,0.0044,0.0044
cuckoo,500,16,3943,0.0028,0.0046,0.0046
counting_cuckoo,500,8,3963,0.0051,0.0169,0.0169
counting_cuckoo,500,16,3963,0.0033,0.0042,0.0042
cuckoo,500,8,3963,0.0038,0.004,0.004
cuckoo,500,16,3963,0.0065,0.0235,0.0235
counting_cuckoo,500,8,3983,0.0032,0.0038,0.0038
counting_cuckoo,500,16,3983,0.0094,0.0127,0.0127
cuckoo,500,8,3983,0.0054,0.0042,0.0042
cuckoo,500,16,3983,0.0041,0.0105,0.0105
counting_cuckoo,500,8,4003,0.0037,0.0041,0.0041
counting_cuckoo,500,16,4003,0.007,0.0093,0.0093
cuckoo,500,8,4003,0.0038,0.0038,0.0038
cuckoo,500,16,4003,0.0042,0.0047,0.0047
counting_cuckoo,500,8,4023,0.004,0.0053,0.0053
counting_cuckoo,500,16,4023,0.0046,0.005,0.005
cuckoo,500,8,4023,0.0039,0.0513,0.0513
cuckoo,500,16,4023,0.0031,0.0048,0.0048
counting_cuckoo,500,8,4043,0.0034,0.0043,0.0043
counting_cuckoo,500,16,4043,0.003,0.0039,0.0039
cuckoo,500,8,4043,0.0041,0.0057,0.0057
cuckoo,500,16,4043,0.003,0.004,0.004
counting_cuckoo,500,8,4063,0.0031,0.005,0.005
counting_cuckoo,500,16,4063,0.0029,0.0041,0.0041
cuckoo,500,8,4063,0.0033,0.0046,0.0046
cuckoo,500,16,4063,0.0057,0.0072,0.0072
counting_cuckoo,500,8,4083,0.0035,0.0054,0.0054
counting_cuckoo,500,16,4083,0.0057,0.0215,0.0215
cuckoo,500,8,4083,0.0043,0.0051,0.0051
cuckoo,500,16,4083,0.0038,0.0045,0.0045
counting_cuckoo,500,8,4103,0.0047,0.0086,0.0086
counting_cuckoo,500,16,4103,0.0031,0.0041,0.0041
cuckoo,500,8,4103,0.0033,0.0045,0.0045
cuckoo,500,16,4103,0.0063,0.0263,0.0263
counting_cuckoo,500,8,4123,0.0054,0.0053,0.0053
counting_cuckoo,500,16,4123,0.0033,0.0066,0.0066
cuckoo,500,8,4123,0.0033,0.0049,0.0049
cuckoo,500,16,4123,0.0032,0.0052,0.0052
counting_cuckoo,500,8,4143,0.0034,0.0046,0.0046
counting_cuckoo,500,16,4143,0.0031,0.0054,0.0054
cuckoo,500,8,4143,0.0066,0.0514,0.0514
cuckoo,500,16,4143,0.0033,0.005,0.005
counting_cuckoo,500,8,4163,0.0031,0.0044,0.0044
counting_cuckoo,500,16,4163,0.0032,0.0041,0.0041
cuckoo,500,8,4163,0.0029,0.0042,0.0042
cuckoo,500,16,4163,0.0038,0.0125,0.0125
counting_cuckoo,500,8,4183,0.0048,0.03,0.03
counting_cuckoo,500,16,4183,0.0079,0.0061,0.0061
cuckoo,500,8,4183,0.0032,0.0043,0.0043
cuckoo,500,16,4183,0.0034,0.0045,0.0045
counting_cuckoo,500,8,4203,0.0062,0.0761,0.0761
counting_cuckoo,500,16,4203,0.0047,0.0118,0.0118
cuckoo,500,8,4203,0.0033,0.0062,0.0062
cuckoo,500,16,4203,0.0061,0.0345,0.0345
counting_cuckoo,500,8,4223,0.0075,0.0697,0.0697
counting_cuckoo,500,16,4223,0.0062,0.0168,0.0168
cuckoo,500,8,4223,0.0046,0.0055,0.0055
cuckoo,500,16,4223,0.005,0.0372,0.0372
counting_cuckoo,500,8,4243,0.0064,0.0058,0.0058
counting_cuckoo,500,16,4243,0.0043,0.0143,0.0143
cuckoo,500,8,4243,0.0034,0.0059,0.0059
cuckoo,500,16,4243,0.0036,0.0046,0.0046
counting_cuckoo,500,8,4263,0.0032,0.0041,0.0041
counting_cuckoo,500,16,4263,0.0032,0.0042,0.0042
cuckoo,500,8,4263,0.0037,0.0041,0.0041
cuckoo,500,16,4263,0.0034,0.0066,0.0066
counting_cuckoo,500,8,4283,0.004,0.0041,0.0041
counting_cuckoo,500,16,4283,0.0033,0.0041,0.0041
cuckoo,500,8,4283,0.0043,0.0054,0.0054
cuckoo,500,16,4283,0.0043,0.0067,0.0067
counting_cuckoo,500,8,4303,0.0053,0.0058,0.0058
counting_cuckoo,500,16,4303,0.0038,0.0068,0.0068
cuckoo,500,8,4303,0.0034,0.0055,0.0055
cuckoo,500,16,4303,0.0039,0.0047,0.0047
counting_cuckoo,500,8,4323,0.0042,0.0044,0.0044
counting_cuckoo,500,16,4323,0.0032,0.0043,0.0043
cuckoo,500,8,4323,0.0038,0.007,0.007
cuckoo,500,16,4323,0.0031,0.0048,0.0048
counting_cuckoo,500,8,4343,0.0032,0.0041,0.0041
counting_cuckoo,500,16,4343,0.0051,0.0042,0.0042
cuckoo,500,8,4343,0.0033,0.0045,0.0045
cuckoo,500,16,4343,0.0029,0.0038,0.0038
counting_cuckoo,500,8,4363,0.0033,0.0041,0.0041
counting_cuckoo,500,16,4363,0.0032,0.0044,0.0044
cuckoo,500,8,4363,0.0029,0.0044,0.0044
cuckoo,500,16,4363,0.003,0.0041,0.0041
counting_cuckoo,500,8,4383,0.0029,0.0041,0.0041
counting_cuckoo,500,16,4383,0.0047,0.017,0.017
cuckoo,500,8,4383,0.0031,0.0039,0.0039
cuckoo,500,16,4383,0.0031,0.0045,0.0045
counting_cuckoo,500,8,4403,0.0029,0.0088,0.0088
counting_cuckoo,500,16,4403,0.0031,0.0055,0.0055
cuckoo,500,8,4403,0.0051,0.0634,0.0634
cuckoo,500,16,4403,0.003,0.0043,0.0043
counting_cuckoo,500,8,4423,0.0032,0.004,0.004
counting_cuckoo,500,16,4423,0.005,0.0042,0.0042
cuckoo,500,8,4423,0.003,0.0047,0.0047
cuckoo,500,16,4423,0.003,0.0053,0.0053
counting_cuckoo,500,8,4443,0.0033,0.0041,0.0041
